@relation CharacterTrajectories_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute channel_0_8 numeric
@attribute channel_0_9 numeric
@attribute channel_0_10 numeric
@attribute channel_0_11 numeric
@attribute channel_0_12 numeric
@attribute channel_0_13 numeric
@attribute channel_0_14 numeric
@attribute channel_0_15 numeric
@attribute channel_0_16 numeric
@attribute channel_0_17 numeric
@attribute channel_0_18 numeric
@attribute channel_0_19 numeric
@attribute channel_0_20 numeric
@attribute channel_0_21 numeric
@attribute channel_0_22 numeric
@attribute channel_0_23 numeric
@attribute channel_0_24 numeric
@attribute channel_0_25 numeric
@attribute channel_0_26 numeric
@attribute channel_0_27 numeric
@attribute channel_0_28 numeric
@attribute channel_0_29 numeric
@attribute channel_0_30 numeric
@attribute channel_0_31 numeric
@attribute channel_0_32 numeric
@attribute channel_0_33 numeric
@attribute channel_0_34 numeric
@attribute channel_0_35 numeric
@attribute channel_0_36 numeric
@attribute channel_0_37 numeric
@attribute channel_0_38 numeric
@attribute channel_0_39 numeric
@attribute channel_0_40 numeric
@attribute channel_0_41 numeric
@attribute channel_0_42 numeric
@attribute channel_0_43 numeric
@attribute channel_0_44 numeric
@attribute channel_0_45 numeric
@attribute channel_0_46 numeric
@attribute channel_0_47 numeric
@attribute channel_0_48 numeric
@attribute channel_0_49 numeric
@attribute channel_0_50 numeric
@attribute channel_0_51 numeric
@attribute channel_0_52 numeric
@attribute channel_0_53 numeric
@attribute channel_0_54 numeric
@attribute channel_0_55 numeric
@attribute channel_0_56 numeric
@attribute channel_0_57 numeric
@attribute channel_0_58 numeric
@attribute channel_0_59 numeric
@attribute channel_0_60 numeric
@attribute channel_0_61 numeric
@attribute channel_0_62 numeric
@attribute channel_0_63 numeric
@attribute channel_0_64 numeric
@attribute channel_0_65 numeric
@attribute channel_0_66 numeric
@attribute channel_0_67 numeric
@attribute channel_0_68 numeric
@attribute channel_0_69 numeric
@attribute channel_0_70 numeric
@attribute channel_0_71 numeric
@attribute channel_0_72 numeric
@attribute channel_0_73 numeric
@attribute channel_0_74 numeric
@attribute channel_0_75 numeric
@attribute channel_0_76 numeric
@attribute channel_0_77 numeric
@attribute channel_0_78 numeric
@attribute channel_0_79 numeric
@attribute channel_0_80 numeric
@attribute channel_0_81 numeric
@attribute channel_0_82 numeric
@attribute channel_0_83 numeric
@attribute channel_0_84 numeric
@attribute channel_0_85 numeric
@attribute channel_0_86 numeric
@attribute channel_0_87 numeric
@attribute channel_0_88 numeric
@attribute channel_0_89 numeric
@attribute channel_0_90 numeric
@attribute channel_0_91 numeric
@attribute channel_0_92 numeric
@attribute channel_0_93 numeric
@attribute channel_0_94 numeric
@attribute channel_0_95 numeric
@attribute channel_0_96 numeric
@attribute channel_0_97 numeric
@attribute channel_0_98 numeric
@attribute channel_0_99 numeric
@attribute channel_0_100 numeric
@attribute channel_0_101 numeric
@attribute channel_0_102 numeric
@attribute channel_0_103 numeric
@attribute channel_0_104 numeric
@attribute channel_0_105 numeric
@attribute channel_0_106 numeric
@attribute channel_0_107 numeric
@attribute channel_0_108 numeric
@attribute channel_0_109 numeric
@attribute channel_0_110 numeric
@attribute channel_0_111 numeric
@attribute channel_0_112 numeric
@attribute channel_0_113 numeric
@attribute channel_0_114 numeric
@attribute channel_0_115 numeric
@attribute channel_0_116 numeric
@attribute channel_0_117 numeric
@attribute channel_0_118 numeric
@attribute channel_0_119 numeric
@attribute channel_0_120 numeric
@attribute channel_0_121 numeric
@attribute channel_0_122 numeric
@attribute channel_0_123 numeric
@attribute channel_0_124 numeric
@attribute channel_0_125 numeric
@attribute channel_0_126 numeric
@attribute channel_0_127 numeric
@attribute channel_0_128 numeric
@attribute channel_0_129 numeric
@attribute channel_0_130 numeric
@attribute channel_0_131 numeric
@attribute channel_0_132 numeric
@attribute channel_0_133 numeric
@attribute channel_0_134 numeric
@attribute channel_0_135 numeric
@attribute channel_0_136 numeric
@attribute channel_0_137 numeric
@attribute channel_0_138 numeric
@attribute channel_0_139 numeric
@attribute channel_0_140 numeric
@attribute channel_0_141 numeric
@attribute channel_0_142 numeric
@attribute channel_0_143 numeric
@attribute channel_0_144 numeric
@attribute channel_0_145 numeric
@attribute channel_0_146 numeric
@attribute channel_0_147 numeric
@attribute channel_0_148 numeric
@attribute channel_0_149 numeric
@attribute channel_0_150 numeric
@attribute channel_0_151 numeric
@attribute channel_0_152 numeric
@attribute channel_0_153 numeric
@attribute channel_0_154 numeric
@attribute channel_0_155 numeric
@attribute channel_0_156 numeric
@attribute channel_0_157 numeric
@attribute channel_0_158 numeric
@attribute channel_0_159 numeric
@attribute channel_0_160 numeric
@attribute channel_0_161 numeric
@attribute channel_0_162 numeric
@attribute channel_0_163 numeric
@attribute channel_0_164 numeric
@attribute channel_0_165 numeric
@attribute channel_0_166 numeric
@attribute channel_0_167 numeric
@attribute channel_0_168 numeric
@attribute channel_0_169 numeric
@attribute channel_0_170 numeric
@attribute channel_0_171 numeric
@attribute channel_0_172 numeric
@attribute channel_0_173 numeric
@attribute channel_0_174 numeric
@attribute channel_0_175 numeric
@attribute channel_0_176 numeric
@attribute channel_0_177 numeric
@attribute channel_0_178 numeric
@attribute channel_0_179 numeric
@attribute channel_0_180 numeric
@attribute channel_0_181 numeric
@attribute target {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-0.13015,-0.183121,-0.234104,-0.279929,-0.321851,-0.363783,-0.4095,-0.460814,-0.517526,-0.57844,-0.642335,-0.708369,-0.776037,-0.844799,-0.913359,-0.978872,-1.036865,-1.082398,-1.111614,-1.122168,-1.112322,-1.080184,-1.024236,-0.944604,-0.843469,-0.724226,-0.590649,-0.446936,-0.297932,-0.148794,-0.004546,0.13014,0.251447,0.357344,0.4482,0.526596,0.596567,0.662582,0.728357,0.795736,0.864318,0.932146,0.996691,1.055067,1.103557,1.137583,1.152673,1.145736,1.115602,1.062653,0.988309,0.895041,0.786664,0.668248,0.545463,0.423899,0.308732,0.203901,0.11002,0.023092,-0.062932,-0.151422,-0.241478,-0.33061,-0.417377,-0.501012,-0.579531,-0.648897,-0.703882,-0.739634,-0.752814,-0.7417,-0.705559,-0.644223,-0.558613,-0.451547,-0.32764,-0.192084,-0.04927,0.097554,0.24556,0.392077,0.535592,0.67652,0.816243,0.955036,1.090303,1.215929,1.323005,1.401796,1.44428,1.44668,1.411775,1.350204,1.278833,1.21508,1.169886,1.144527,1.133459,1.129829,1.129001,1.128902,1.128912,1.12892,1.128922,1.128923,1.128921,1.128906,1.128793,1.128121,1.124982,1.113458,1.08015,1.00425,0.867711,0.673591,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.085541,-0.114704,-0.141445,-0.16616,-0.191072,-0.218434,-0.249653,-0.285248,-0.325004,-0.368095,-0.413306,-0.459479,-0.506021,-0.553113,-0.601414,-0.651406,-0.703004,-0.755875,-0.81003,-0.865813,-0.923237,-0.981447,-1.038733,-1.092821,-1.140926,-1.179279,-1.202583,-1.204436,-1.179041,-1.122932,-1.035421,-0.91809,-0.774513,-0.610372,-0.433046,-0.24995,-0.066587,0.113771,0.288678,0.455669,0.613023,0.760343,0.897679,1.024104,1.13693,1.23189,1.304259,1.350454,1.369187,1.361583,1.330477,1.279596,1.213173,1.135908,1.052654,0.967518,0.883054,0.80034,0.719774,0.64169,0.566243,0.492924,0.420489,0.347626,0.273907,0.200302,0.128621,0.059809,-0.007621,-0.076823,-0.149546,-0.223991,-0.295948,-0.361487,-0.418194,-0.464685,-0.500019,-0.523938,-0.537364,-0.542321,-0.541207,-0.535833,-0.526617,-0.512168,-0.489399,-0.454044,-0.401391,-0.327178,-0.228688,-0.105749,0.038823,0.199685,0.37008,0.542766,0.710225,0.8646,0.998208,1.10453,1.178977,1.219202,1.225256,1.199638,1.147003,1.07352,0.98607,0.891588,0.796794,0.708319,0.632627,0.574928,0.537226,0.517168,0.509185,0.507316,0.507485,0.507884,0.508095,0.508165,0.508182,0.508185,0.508186,0.508185,0.508178,0.508128,0.507825,0.506412,0.501224,0.48623,0.452064,0.390601,0.303218,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.026161,-0.037501,-0.048952,-0.061438,-0.07702,-0.097312,-0.122992,-0.154525,-0.192382,-0.236238,-0.284495,-0.334892,-0.38542,-0.434576,-0.481116,-0.524015,-0.562808,-0.59779,-0.62976,-0.659605,-0.688011,-0.715268,-0.741003,-0.763943,-0.782029,-0.793052,-0.795343,-0.787876,-0.769864,-0.740655,-0.700257,-0.649896,-0.591884,-0.528881,-0.463154,-0.39616,-0.328462,-0.260125,-0.191741,-0.125186,-0.062715,-0.004844,0.050299,0.105,0.159784,0.213595,0.265663,0.316877,0.369821,0.427852,0.493793,0.568781,0.651815,0.740044,0.829188,0.913757,0.987566,1.044891,1.081567,1.095467,1.08676,1.058215,1.014972,0.963266,0.908548,0.854081,0.800792,0.748052,0.69437,0.637562,0.57493,0.503982,0.423397,0.333521,0.236011,0.132966,0.026483,-0.080756,-0.184739,-0.280672,-0.364382,-0.432818,-0.483483,-0.514245,-0.523863,-0.512392,-0.481223,-0.433209,-0.372903,-0.30633,-0.239976,-0.179478,-0.1288,-0.089989,-0.06311,-0.046281,-0.036044,-0.028423,-0.020557,-0.011444,-0.00053,0.01437,0.0369,0.069399,0.110527,0.155944,0.201157,0.243538,0.282296,0.317552,0.349624,0.378688,0.404826,0.428418,0.450156,0.469993,0.485852,0.493968,0.491449,0.479093,0.46168,0.445201,0.433482,0.42701,0.424203,0.423243,0.422985,0.42293,0.422921,0.42292,0.422919,0.422914,0.422871,0.422619,0.421443,0.417126,0.404648,0.376215,0.325064,0.252342,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.002855,-0.009104,-0.023684,-0.050991,-0.09256,-0.145002,-0.20137,-0.254847,-0.301386,-0.340067,-0.372462,-0.401939,-0.432873,-0.469813,-0.516923,-0.577615,-0.654034,-0.746332,-0.851988,-0.965508,-1.078902,-1.183053,-1.269393,-1.330844,-1.361712,-1.357413,-1.314947,-1.233819,-1.116397,-0.967406,-0.793207,-0.601235,-0.399324,-0.194796,0.006328,0.199676,0.382575,0.553779,0.712502,0.8569,0.98304,1.085308,1.158043,1.197398,1.202509,1.175709,1.122008,1.048332,0.962761,0.873654,0.788645,0.713855,0.653409,0.608949,0.579353,0.561426,0.551548,0.547033,0.546004,0.546098,0.543422,0.5329,0.50988,0.471955,0.419637,0.355303,0.281209,0.198199,0.105831,0.003617,-0.107229,-0.222633,-0.336398,-0.442242,-0.53494,-0.610225,-0.665021,-0.69838,-0.712025,-0.710032,-0.697929,-0.68132,-0.664187,-0.647482,-0.628663,-0.602358,-0.562046,-0.502223,-0.420123,-0.316134,-0.192985,-0.0546,0.094411,0.248479,0.400739,0.543518,0.669793,0.774628,0.855512,0.911598,0.942843,0.949936,0.934856,0.90113,0.853303,0.796036,0.73368,0.670692,0.612305,0.564099,0.529976,0.510114,0.501086,0.498168,0.497688,0.497791,0.497898,0.497941,0.497951,0.497954,0.497954,0.497953,0.497947,0.497897,0.4976,0.496216,0.491132,0.476441,0.442962,0.382737,0.297113,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.001489,-0.00478,-0.012513,-0.027068,-0.049282,-0.077434,-0.108419,-0.140306,-0.173523,-0.209627,-0.249428,-0.292379,-0.337187,-0.382719,-0.42867,-0.475789,-0.525702,-0.580393,-0.641253,-0.707915,-0.77781,-0.846838,-0.910456,-0.96439,-1.004993,-1.029607,-1.037137,-1.028604,-1.007091,-0.976832,-0.941852,-0.904704,-0.865733,-0.823221,-0.774318,-0.716148,-0.646598,-0.564891,-0.471911,-0.369839,-0.261141,-0.147727,-0.031081,0.086782,0.202804,0.313986,0.419077,0.518654,0.613542,0.703606,0.787753,0.864211,0.930598,0.984284,1.023155,1.046061,1.052571,1.042604,1.016658,0.976639,0.926619,0.87274,0.821905,0.7796,0.747841,0.724449,0.704187,0.680885,0.649113,0.605007,0.546817,0.475306,0.39361,0.306485,0.219262,0.13644,0.059945,-0.01157,-0.080851,-0.148968,-0.214398,-0.27466,-0.327625,-0.371275,-0.403494,-0.422767,-0.428976,-0.423567,-0.409168,-0.388965,-0.366033,-0.342737,-0.320192,-0.297851,-0.273352,-0.24303,-0.203345,-0.152615,-0.091472,-0.021398,0.056999,0.14375,0.23769,0.335506,0.432771,0.52542,0.610041,0.683086,0.740193,0.77638,0.787233,0.77064,0.728279,0.66621,0.594406,0.525096,0.469548,0.434023,0.417544,0.413701,0.415209,0.417418,0.418757,0.419302,0.419465,0.419502,0.419508,0.419509,0.419508,0.419503,0.419461,0.419211,0.418045,0.413762,0.401385,0.373181,0.322442,0.250307,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.127546,0.140794,0.125341,0.081624,0.016058,-0.064678,-0.15581,-0.253454,-0.353829,-0.453899,-0.552171,-0.648609,-0.743815,-0.838112,-0.931016,-1.021269,-1.107266,-1.187552,-1.261061,-1.326855,-1.383538,-1.428929,-1.460411,-1.475629,-1.472892,-1.4511,-1.409463,-1.347221,-1.263359,-1.156538,-1.025717,-0.871471,-0.697031,-0.507867,-0.310155,-0.109756,0.087522,0.275361,0.447359,0.598464,0.726338,0.831636,0.917198,0.986823,1.044324,1.093074,1.135941,1.175274,1.212621,1.248119,1.279864,1.303818,1.314715,1.307608,1.279211,1.228509,1.15691,1.068281,0.968683,0.865341,0.764723,0.670732,0.584245,0.504141,0.428768,0.356851,0.287572,0.220017,0.152552,0.082828,0.008778,-0.069914,-0.151145,-0.231518,-0.308284,-0.37989,-0.444794,-0.500547,-0.544481,-0.574949,-0.59176,-0.595855,-0.588814,-0.572237,-0.547041,-0.513199,-0.470222,-0.417847,-0.356399,-0.287098,-0.212668,-0.137307,-0.064612,0.005208,0.075321,0.148856,0.226104,0.305451,0.386041,0.468584,0.553819,0.640797,0.726449,0.806225,0.874994,0.927741,0.960087,0.969032,0.954155,0.918878,0.870883,0.820679,0.778185,0.748973,0.732867,0.725904,0.723628,0.723108,0.723044,0.72305,0.723055,0.723056,0.723056,0.723055,0.723046,0.722973,0.722543,0.720532,0.713151,0.691818,0.643206,0.555754,0.431424,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.050683,-0.095538,-0.155583,-0.22474,-0.296466,-0.367369,-0.437484,-0.507995,-0.579272,-0.650657,-0.72119,-0.789933,-0.855686,-0.916872,-0.971926,-1.019711,-1.059576,-1.091288,-1.115221,-1.132569,-1.144964,-1.153533,-1.158281,-1.158413,-1.152985,-1.140816,-1.11964,-1.085577,-1.033654,-0.959122,-0.858864,-0.732435,-0.582491,-0.414544,-0.235923,-0.054102,0.124791,0.296205,0.456444,0.602407,0.732169,0.845275,0.942175,1.023419,1.08931,1.14009,1.176196,1.198278,1.207293,1.204936,1.193858,1.176973,1.156393,1.132984,1.106654,1.076759,1.042193,1.001277,0.95204,0.893068,0.824201,0.746308,0.6605,0.56781,0.469654,0.368516,0.268319,0.174013,0.089798,0.016695,-0.048099,-0.10919,-0.170607,-0.235286,-0.305618,-0.38345,-0.469299,-0.561416,-0.655305,-0.744175,-0.82043,-0.877527,-0.91112,-0.918934,-0.899987,-0.854175,-0.782548,-0.68759,-0.572927,-0.442818,-0.302125,-0.156719,-0.013608,0.120067,0.239202,0.342661,0.43326,0.515815,0.594831,0.673138,0.751371,0.827665,0.897414,0.953494,0.987307,0.990774,0.958815,0.891111,0.792273,0.671303,0.541664,0.421182,0.328639,0.275953,0.261178,0.26997,0.285465,0.297419,0.303662,0.306065,0.306768,0.306926,0.306954,0.306957,0.306957,0.306953,0.306923,0.30674,0.305886,0.302753,0.293696,0.273059,0.235933,0.183152,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.114211,0.116566,0.094759,0.056309,0.010108,-0.040569,-0.096347,-0.15634,-0.217056,-0.275672,-0.332073,-0.387614,-0.443351,-0.499758,-0.557084,-0.615286,-0.673804,-0.731738,-0.78833,-0.843269,-0.896622,-0.948532,-0.998878,-1.046976,-1.091534,-1.130798,-1.162467,-1.183274,-1.188873,-1.1745,-1.136105,-1.071307,-0.9798,-0.8632,-0.724761,-0.569277,-0.402732,-0.231062,-0.058732,0.111211,0.275826,0.432146,0.578845,0.716977,0.848117,0.971768,1.084463,1.18087,1.255736,1.305412,1.328425,1.32549,1.299487,1.255381,1.199663,1.139241,1.079991,1.025407,0.975996,0.929888,0.884336,0.83702,0.786382,0.731382,0.671386,0.606252,0.536303,0.462038,0.383915,0.302697,0.220092,0.138345,0.058213,-0.02256,-0.107459,-0.197105,-0.287556,-0.372935,-0.448887,-0.513352,-0.565468,-0.604932,-0.632285,-0.649171,-0.657972,-0.660821,-0.658391,-0.649052,-0.628968,-0.593322,-0.538053,-0.461025,-0.362002,-0.241964,-0.102731,0.052757,0.220188,0.394517,0.571058,0.745612,0.913359,1.067788,1.200664,1.302932,1.366073,1.38359,1.352467,1.27457,1.158119,1.018979,0.880141,0.766513,0.694919,0.66585,0.66522,0.675262,0.684492,0.689592,0.691604,0.692199,0.692333,0.692357,0.69236,0.692359,0.69235,0.692281,0.691869,0.689944,0.682876,0.662448,0.6159,0.532161,0.413109,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.02824,0.017304,-0.008281,-0.048996,-0.102909,-0.164762,-0.227283,-0.285071,-0.336983,-0.384706,-0.429988,-0.473561,-0.515748,-0.556956,-0.597319,-0.636326,-0.673178,-0.707521,-0.739741,-0.770753,-0.801671,-0.833585,-0.867418,-0.903805,-0.942902,-0.984178,-1.026483,-1.068399,-1.108315,-1.1437,-1.169992,-1.180297,-1.166571,-1.121708,-1.041308,-0.924414,-0.773418,-0.593669,-0.392802,-0.179685,0.036713,0.248179,0.448096,0.632362,0.799691,0.950847,1.086985,1.207752,1.310235,1.389824,1.44254,1.466761,1.462946,1.432331,1.376537,1.298476,1.203172,1.097268,0.987501,0.879369,0.776861,0.682971,0.600021,0.529292,0.470439,0.42139,0.37889,0.339324,0.299521,0.257403,0.212448,0.165572,0.117792,0.068071,0.012735,-0.051709,-0.124881,-0.202269,-0.278374,-0.349282,-0.412597,-0.466169,-0.507441,-0.533943,-0.544456,-0.539797,-0.522374,-0.494665,-0.457645,-0.410229,-0.35023,-0.276224,-0.188689,-0.089446,0.019577,0.136515,0.258627,0.381905,0.502108,0.616044,0.721554,0.816408,0.89775,0.962793,1.009644,1.037205,1.044582,1.030962,0.996345,0.94284,0.876051,0.805506,0.742731,0.696833,0.670402,0.65934,0.656739,0.657087,0.657752,0.658102,0.658219,0.658248,0.658253,0.658254,0.658253,0.658244,0.658179,0.657787,0.655956,0.649237,0.629815,0.58556,0.505946,0.392759,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.043166,0.037776,0.018047,-0.013419,-0.051772,-0.092942,-0.135612,-0.181594,-0.23414,-0.295462,-0.365745,-0.443927,-0.52857,-0.61801,-0.710304,-0.803393,-0.895237,-0.98387,-1.067528,-1.144765,-1.214283,-1.27462,-1.323949,-1.360069,-1.38062,-1.383367,-1.366348,-1.327987,-1.267423,-1.184863,-1.08171,-0.960597,-0.825303,-0.680251,-0.529944,-0.378978,-0.232053,-0.092843,0.037442,0.159624,0.274436,0.381509,0.480648,0.573509,0.66363,0.754777,0.849003,0.945791,1.042315,1.133937,1.214703,1.278358,1.319847,1.336524,1.328481,1.297955,1.248227,1.182747,1.104825,1.017499,0.923168,0.823138,0.717633,0.606675,0.491505,0.375561,0.264081,0.162117,0.071771,-0.009091,-0.084803,-0.158395,-0.230667,-0.302182,-0.374473,-0.448658,-0.523538,-0.595324,-0.65871,-0.707951,-0.737436,-0.742286,-0.719332,-0.667966,-0.590191,-0.489813,-0.371239,-0.238569,-0.095709,0.052636,0.20056,0.342255,0.473898,0.594128,0.703001,0.800627,0.886228,0.957653,1.011462,1.043604,1.050646,1.031463,0.98923,0.932632,0.874425,0.82673,0.795795,0.780396,0.77492,0.77383,0.773936,0.774114,0.774191,0.774211,0.774215,0.774216,0.774215,0.774205,0.774127,0.773666,0.771513,0.76361,0.740767,0.688715,0.595077,0.461949,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
