@relation CharacterTrajectories_channel_2

@attribute channel_2_0 numeric
@attribute channel_2_1 numeric
@attribute channel_2_2 numeric
@attribute channel_2_3 numeric
@attribute channel_2_4 numeric
@attribute channel_2_5 numeric
@attribute channel_2_6 numeric
@attribute channel_2_7 numeric
@attribute channel_2_8 numeric
@attribute channel_2_9 numeric
@attribute channel_2_10 numeric
@attribute channel_2_11 numeric
@attribute channel_2_12 numeric
@attribute channel_2_13 numeric
@attribute channel_2_14 numeric
@attribute channel_2_15 numeric
@attribute channel_2_16 numeric
@attribute channel_2_17 numeric
@attribute channel_2_18 numeric
@attribute channel_2_19 numeric
@attribute channel_2_20 numeric
@attribute channel_2_21 numeric
@attribute channel_2_22 numeric
@attribute channel_2_23 numeric
@attribute channel_2_24 numeric
@attribute channel_2_25 numeric
@attribute channel_2_26 numeric
@attribute channel_2_27 numeric
@attribute channel_2_28 numeric
@attribute channel_2_29 numeric
@attribute channel_2_30 numeric
@attribute channel_2_31 numeric
@attribute channel_2_32 numeric
@attribute channel_2_33 numeric
@attribute channel_2_34 numeric
@attribute channel_2_35 numeric
@attribute channel_2_36 numeric
@attribute channel_2_37 numeric
@attribute channel_2_38 numeric
@attribute channel_2_39 numeric
@attribute channel_2_40 numeric
@attribute channel_2_41 numeric
@attribute channel_2_42 numeric
@attribute channel_2_43 numeric
@attribute channel_2_44 numeric
@attribute channel_2_45 numeric
@attribute channel_2_46 numeric
@attribute channel_2_47 numeric
@attribute channel_2_48 numeric
@attribute channel_2_49 numeric
@attribute channel_2_50 numeric
@attribute channel_2_51 numeric
@attribute channel_2_52 numeric
@attribute channel_2_53 numeric
@attribute channel_2_54 numeric
@attribute channel_2_55 numeric
@attribute channel_2_56 numeric
@attribute channel_2_57 numeric
@attribute channel_2_58 numeric
@attribute channel_2_59 numeric
@attribute channel_2_60 numeric
@attribute channel_2_61 numeric
@attribute channel_2_62 numeric
@attribute channel_2_63 numeric
@attribute channel_2_64 numeric
@attribute channel_2_65 numeric
@attribute channel_2_66 numeric
@attribute channel_2_67 numeric
@attribute channel_2_68 numeric
@attribute channel_2_69 numeric
@attribute channel_2_70 numeric
@attribute channel_2_71 numeric
@attribute channel_2_72 numeric
@attribute channel_2_73 numeric
@attribute channel_2_74 numeric
@attribute channel_2_75 numeric
@attribute channel_2_76 numeric
@attribute channel_2_77 numeric
@attribute channel_2_78 numeric
@attribute channel_2_79 numeric
@attribute channel_2_80 numeric
@attribute channel_2_81 numeric
@attribute channel_2_82 numeric
@attribute channel_2_83 numeric
@attribute channel_2_84 numeric
@attribute channel_2_85 numeric
@attribute channel_2_86 numeric
@attribute channel_2_87 numeric
@attribute channel_2_88 numeric
@attribute channel_2_89 numeric
@attribute channel_2_90 numeric
@attribute channel_2_91 numeric
@attribute channel_2_92 numeric
@attribute channel_2_93 numeric
@attribute channel_2_94 numeric
@attribute channel_2_95 numeric
@attribute channel_2_96 numeric
@attribute channel_2_97 numeric
@attribute channel_2_98 numeric
@attribute channel_2_99 numeric
@attribute channel_2_100 numeric
@attribute channel_2_101 numeric
@attribute channel_2_102 numeric
@attribute channel_2_103 numeric
@attribute channel_2_104 numeric
@attribute channel_2_105 numeric
@attribute channel_2_106 numeric
@attribute channel_2_107 numeric
@attribute channel_2_108 numeric
@attribute channel_2_109 numeric
@attribute channel_2_110 numeric
@attribute channel_2_111 numeric
@attribute channel_2_112 numeric
@attribute channel_2_113 numeric
@attribute channel_2_114 numeric
@attribute channel_2_115 numeric
@attribute channel_2_116 numeric
@attribute channel_2_117 numeric
@attribute channel_2_118 numeric
@attribute channel_2_119 numeric
@attribute channel_2_120 numeric
@attribute channel_2_121 numeric
@attribute channel_2_122 numeric
@attribute channel_2_123 numeric
@attribute channel_2_124 numeric
@attribute channel_2_125 numeric
@attribute channel_2_126 numeric
@attribute channel_2_127 numeric
@attribute channel_2_128 numeric
@attribute channel_2_129 numeric
@attribute channel_2_130 numeric
@attribute channel_2_131 numeric
@attribute channel_2_132 numeric
@attribute channel_2_133 numeric
@attribute channel_2_134 numeric
@attribute channel_2_135 numeric
@attribute channel_2_136 numeric
@attribute channel_2_137 numeric
@attribute channel_2_138 numeric
@attribute channel_2_139 numeric
@attribute channel_2_140 numeric
@attribute channel_2_141 numeric
@attribute channel_2_142 numeric
@attribute channel_2_143 numeric
@attribute channel_2_144 numeric
@attribute channel_2_145 numeric
@attribute channel_2_146 numeric
@attribute channel_2_147 numeric
@attribute channel_2_148 numeric
@attribute channel_2_149 numeric
@attribute channel_2_150 numeric
@attribute channel_2_151 numeric
@attribute channel_2_152 numeric
@attribute channel_2_153 numeric
@attribute channel_2_154 numeric
@attribute channel_2_155 numeric
@attribute channel_2_156 numeric
@attribute channel_2_157 numeric
@attribute channel_2_158 numeric
@attribute channel_2_159 numeric
@attribute channel_2_160 numeric
@attribute channel_2_161 numeric
@attribute channel_2_162 numeric
@attribute channel_2_163 numeric
@attribute channel_2_164 numeric
@attribute channel_2_165 numeric
@attribute channel_2_166 numeric
@attribute channel_2_167 numeric
@attribute channel_2_168 numeric
@attribute channel_2_169 numeric
@attribute channel_2_170 numeric
@attribute channel_2_171 numeric
@attribute channel_2_172 numeric
@attribute channel_2_173 numeric
@attribute channel_2_174 numeric
@attribute channel_2_175 numeric
@attribute channel_2_176 numeric
@attribute channel_2_177 numeric
@attribute channel_2_178 numeric
@attribute channel_2_179 numeric
@attribute channel_2_180 numeric
@attribute channel_2_181 numeric
@attribute target {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
0.899306,1.157239,1.320469,1.369472,1.323889,1.221704,1.098215,0.979016,0.880755,0.806413,0.742138,0.670647,0.589337,0.509148,0.440515,0.3894,0.359572,0.344563,0.322058,0.271962,0.199647,0.130489,0.084365,0.064815,0.066682,0.081823,0.100159,0.115267,0.128232,0.139693,0.142104,0.129275,0.109656,0.097602,0.093847,0.087839,0.077505,0.072468,0.076804,0.081033,0.074897,0.060028,0.045914,0.038271,0.035234,0.031682,0.024566,0.017579,0.021401,0.043884,0.081304,0.127452,0.187028,0.265426,0.347009,0.399681,0.402621,0.358832,0.284243,0.197375,0.117088,0.057831,0.023321,0.007578,0.001967,0.000406,0.000066,0.000009,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000003,-0.000027,-0.000211,-0.001319,-0.006554,-0.026126,-0.084246,-0.222055,-0.484459,-0.887331,-1.384746,-1.86823,-2.211818,-2.341004,-2.2767,-2.114594,-1.955706,-1.851204,-1.800501,-1.781772,-1.776437,-1.775257,-1.775054,-1.775027,-1.775021,-1.774998,-1.77482,-1.773763,-1.768828,-1.750708,-1.698337,-1.578999,-1.364316,-1.059098,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.73827,0.94641,1.091888,1.171616,1.20429,1.207528,1.183555,1.123301,1.021858,0.890539,0.755676,0.644218,0.567514,0.518755,0.485351,0.460843,0.446067,0.444034,0.454975,0.474156,0.493791,0.506446,0.506758,0.492643,0.464882,0.423922,0.371495,0.317059,0.273506,0.242622,0.213529,0.178516,0.142301,0.113521,0.094852,0.084231,0.079004,0.075253,0.06792,0.055119,0.03992,0.026468,0.016391,0.00931,0.004629,0.001924,0.000649,0.000175,0.000037,0.000006,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,-0.000022,-0.000176,-0.001141,-0.005934,-0.024879,-0.084614,-0.235279,-0.539769,-1.032323,-1.66515,-2.295118,-2.745958,-2.912821,-2.824857,-2.611008,-2.40368,-2.268089,-2.202459,-2.178222,-2.171308,-2.169777,-2.169513,-2.169477,-2.169471,-2.169442,-2.169225,-2.167933,-2.1619,-2.139754,-2.075745,-1.929888,-1.667497,-1.294453,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.617474,0.790598,0.919484,1.005883,1.059747,1.084251,1.078967,1.049666,1.005971,0.950621,0.879299,0.791609,0.694493,0.595779,0.503716,0.429971,0.38057,0.345209,0.307521,0.266201,0.236167,0.228207,0.235693,0.241325,0.22845,0.186629,0.117872,0.041938,-0.012562,-0.029264,-0.015501,0.007672,0.023439,0.027684,0.025716,0.024073,0.023919,0.021188,0.012709,-0.000194,-0.014641,-0.028786,-0.039586,-0.041521,-0.030595,-0.009313,0.01277,0.024567,0.022424,0.01398,0.010159,0.013049,0.014596,0.006783,-0.01043,-0.029834,-0.040477,-0.031742,-0.000629,0.043266,0.083169,0.107209,0.115249,0.114935,0.112813,0.109967,0.104793,0.097921,0.09446,0.10273,0.12979,0.175642,0.231688,0.285606,0.325947,0.342747,0.330836,0.296185,0.254046,0.218074,0.193548,0.179235,0.170781,0.161921,0.14599,0.119416,0.085037,0.051068,0.025389,0.010626,0.004515,0.00333,0.003992,0.004438,0.003816,0.002481,0.001202,0.000328,-0.000355,-0.001355,-0.003252,-0.00691,-0.014379,-0.029643,-0.056714,-0.094639,-0.13509,-0.167973,-0.190387,-0.210142,-0.244902,-0.321261,-0.467719,-0.699924,-1.014695,-1.39812,-1.823057,-2.227935,-2.518158,-2.62075,-2.545762,-2.381151,-2.224009,-2.122476,-2.073999,-2.056357,-2.051397,-2.050313,-2.050128,-2.050103,-2.050098,-2.050071,-2.049865,-2.048645,-2.042944,-2.022016,-1.961529,-1.823698,-1.575745,-1.223227,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.828331,1.057755,1.195442,1.239802,1.22327,1.176747,1.110695,1.022958,0.915801,0.802928,0.702795,0.627176,0.57455,0.533767,0.496823,0.467354,0.451674,0.444282,0.431858,0.409991,0.383864,0.352683,0.307606,0.248332,0.18923,0.144408,0.11577,0.097708,0.084714,0.073478,0.064802,0.063416,0.071454,0.084859,0.099538,0.115562,0.130656,0.135576,0.122264,0.09308,0.058462,0.029666,0.015879,0.023038,0.05114,0.093558,0.140404,0.182054,0.209093,0.212655,0.190141,0.14985,0.105707,0.067709,0.039123,0.019777,0.008416,0.002922,0.000811,0.000178,0.000031,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,-0.000024,-0.000194,-0.001248,-0.006432,-0.026685,-0.089771,-0.246929,-0.560842,-1.06364,-1.705284,-2.342613,-2.800652,-2.973984,-2.889194,-2.674066,-2.462869,-2.323568,-2.255702,-2.230511,-2.223296,-2.221693,-2.221416,-2.221379,-2.221372,-2.221342,-2.22112,-2.219797,-2.21362,-2.190944,-2.125404,-1.976057,-1.70739,-1.325421,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.868009,1.097823,1.244773,1.311201,1.322239,1.29597,1.236893,1.151089,1.055721,0.969253,0.897365,0.833553,0.772015,0.714646,0.664155,0.616092,0.562786,0.50319,0.445547,0.400239,0.369191,0.341499,0.30287,0.252374,0.206219,0.1802,0.171758,0.165549,0.153277,0.139341,0.127962,0.114761,0.094573,0.070066,0.047085,0.026358,0.005016,-0.017871,-0.041897,-0.067009,-0.090018,-0.103438,-0.10216,-0.088815,-0.070446,-0.053085,-0.040438,-0.032848,-0.025383,-0.011566,0.008132,0.024721,0.030205,0.026294,0.021446,0.021792,0.027707,0.036324,0.043154,0.043366,0.036192,0.02714,0.022658,0.023974,0.028175,0.032265,0.03393,0.032609,0.033247,0.044662,0.069099,0.095558,0.107913,0.099163,0.075522,0.048593,0.026699,0.012501,0.004923,0.001601,0.000422,0.000089,0.000015,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,-0.000024,-0.000196,-0.001264,-0.006538,-0.027243,-0.092122,-0.254842,-0.582168,-1.109789,-1.785871,-2.45724,-2.935862,-3.110732,-3.014575,-2.786116,-2.566245,-2.423267,-2.354405,-2.329085,-2.32189,-2.320301,-2.320028,-2.319991,-2.319984,-2.319953,-2.319721,-2.31834,-2.311889,-2.288206,-2.219756,-2.06378,-1.783185,-1.38426,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.775688,1.041936,1.255449,1.391807,1.448217,1.433646,1.363451,1.2564,1.129909,0.996434,0.864301,0.741697,0.638389,0.559558,0.496771,0.432468,0.360501,0.296711,0.260445,0.250683,0.249898,0.245725,0.236652,0.219939,0.188496,0.14353,0.101055,0.07982,0.086318,0.114321,0.153137,0.190643,0.213474,0.212091,0.184986,0.136404,0.07492,0.015551,-0.022952,-0.027082,0.003025,0.050133,0.085148,0.083136,0.040724,-0.020494,-0.068901,-0.084183,-0.067806,-0.036319,-0.007422,0.008875,0.012484,0.010927,0.011584,0.014234,0.01403,0.010686,0.008808,0.009838,0.011062,0.013328,0.023211,0.047176,0.088701,0.147727,0.213281,0.258614,0.256772,0.205834,0.132334,0.068012,0.027882,0.009099,0.002359,0.000485,0.000079,0.00001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,-0.000022,-0.000179,-0.001146,-0.005881,-0.024289,-0.081271,-0.222168,-0.501049,-0.942792,-1.498918,-2.042129,-2.423758,-2.560567,-2.482221,-2.299434,-2.123569,-2.008872,-1.953409,-1.932931,-1.927088,-1.925794,-1.925571,-1.925541,-1.925535,-1.925509,-1.925317,-1.92417,-1.918816,-1.899159,-1.842348,-1.712891,-1.480004,-1.148905,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.965074,1.238164,1.407122,1.462875,1.434003,1.354017,1.246898,1.131666,1.024322,0.933067,0.857872,0.795064,0.740155,0.689677,0.64301,0.599769,0.555201,0.502423,0.441083,0.382018,0.339876,0.317891,0.30125,0.269403,0.214689,0.14746,0.08559,0.04136,0.016422,0.005295,0.001373,0.000284,0.000047,0.000006,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000001,-0.000011,-0.000094,-0.000625,-0.003363,-0.01467,-0.052181,-0.152376,-0.367767,-0.738768,-1.244483,-1.774131,-2.168413,-2.319673,-2.244569,-2.057769,-1.878438,-1.763147,-1.708422,-1.688601,-1.683048,-1.681838,-1.681632,-1.681604,-1.681599,-1.681577,-1.681409,-1.680407,-1.675731,-1.658565,-1.608951,-1.495894,-1.29251,-1.003356,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.732019,0.94478,1.07923,1.126692,1.110331,1.060174,0.99727,0.933944,0.877865,0.831042,0.788724,0.744287,0.695032,0.642669,0.592515,0.553413,0.531155,0.518565,0.498795,0.461454,0.410682,0.35857,0.317359,0.295395,0.291126,0.28933,0.270694,0.230959,0.187762,0.162574,0.157751,0.157728,0.14918,0.130597,0.105401,0.077261,0.05198,0.035326,0.028704,0.03096,0.040947,0.054695,0.06569,0.072217,0.078824,0.087122,0.091363,0.086199,0.0727,0.054495,0.034753,0.019726,0.019105,0.038572,0.074134,0.115453,0.152408,0.17692,0.183064,0.170743,0.146972,0.119375,0.090772,0.062336,0.037694,0.020523,0.010812,0.005778,0.002967,0.001326,0.000482,0.000139,0.000031,0.000005,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000003,-0.000025,-0.000202,-0.001272,-0.006416,-0.02605,-0.085879,-0.232244,-0.521189,-0.982455,-1.574275,-2.169395,-2.604186,-2.77291,-2.694994,-2.491336,-2.291456,-2.16047,-2.097235,-2.073997,-2.067408,-2.065957,-2.065708,-2.065675,-2.065668,-2.065641,-2.065434,-2.064204,-2.05846,-2.037373,-1.976427,-1.837549,-1.587713,-1.232518,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.003197,1.283631,1.452253,1.49713,1.449394,1.352886,1.237887,1.110398,0.963532,0.802506,0.65331,0.541468,0.469856,0.425582,0.400559,0.39323,0.396021,0.396921,0.393456,0.391661,0.390268,0.379079,0.355564,0.330468,0.312272,0.295167,0.266234,0.218882,0.15825,0.097669,0.050184,0.021046,0.007102,0.001909,0.000406,0.000068,0.000009,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,-0.000022,-0.000177,-0.001137,-0.005834,-0.024082,-0.080628,-0.220995,-0.501711,-0.957012,-1.559663,-2.211114,-2.775416,-3.136805,-3.251458,-3.167263,-2.992258,-2.828155,-2.722584,-2.672059,-2.653573,-2.648342,-2.647192,-2.646995,-2.646968,-2.646962,-2.646927,-2.646662,-2.645086,-2.637725,-2.610704,-2.532608,-2.354648,-2.034506,-1.579357,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.893078,1.146129,1.310327,1.378723,1.372332,1.312326,1.212486,1.089119,0.965752,0.864271,0.792353,0.739076,0.683842,0.614195,0.53726,0.470338,0.419321,0.374279,0.329698,0.296636,0.285166,0.284158,0.269244,0.22743,0.169197,0.119221,0.096102,0.097647,0.104747,0.10033,0.083538,0.064879,0.051388,0.041651,0.033625,0.029551,0.030597,0.032477,0.030349,0.024807,0.02004,0.018723,0.021479,0.02901,0.041638,0.057839,0.074959,0.089805,0.098143,0.097103,0.088981,0.079116,0.06959,0.058951,0.047977,0.040514,0.037564,0.035542,0.031956,0.028073,0.024232,0.01761,0.008748,0.008982,0.037167,0.103172,0.190534,0.259031,0.272424,0.226889,0.151224,0.080968,0.034835,0.012028,0.003327,0.000736,0.00013,0.000018,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,-0.000023,-0.000181,-0.001127,-0.005609,-0.022456,-0.072983,-0.194864,-0.433418,-0.815523,-1.31863,-1.859668,-2.320249,-2.600979,-2.673392,-2.591074,-2.448923,-2.324497,-2.247994,-2.212544,-2.199869,-2.196341,-2.195574,-2.195443,-2.195426,-2.195421,-2.195392,-2.195172,-2.193865,-2.18776,-2.165349,-2.100575,-1.952973,-1.687443,-1.309937,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
